,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,1:51 AM,49°F,46°F,90°%,CALM,0°mph,0°mph,29.22°in,0.0°in,Mostly Cloudy
1,2:51 AM,48°F,45°F,89°%,WNW,6°mph,0°mph,29.20°in,0.0°in,Mostly Cloudy
2,3:12 AM,50°F,47°F,89°%,NW,3°mph,0°mph,29.20°in,0.0°in,Mostly Cloudy
3,3:51 AM,51°F,48°F,89°%,NW,3°mph,0°mph,29.19°in,0.0°in,Mostly Cloudy
4,3:58 AM,51°F,47°F,86°%,NW,5°mph,0°mph,29.19°in,0.0°in,Cloudy
5,4:51 AM,52°F,48°F,86°%,NW,3°mph,0°mph,29.18°in,0.0°in,Cloudy
6,5:40 AM,54°F,50°F,86°%,W,5°mph,0°mph,29.18°in,0.0°in,Cloudy
7,5:51 AM,54°F,50°F,86°%,W,3°mph,0°mph,29.18°in,0.0°in,Cloudy
8,6:51 AM,55°F,52°F,89°%,NNW,6°mph,0°mph,29.20°in,0.0°in,Light Drizzle
9,6:53 AM,55°F,52°F,89°%,NNW,6°mph,0°mph,29.19°in,0.0°in,Light Drizzle
10,7:39 AM,55°F,54°F,96°%,CALM,0°mph,0°mph,29.20°in,0.0°in,Light Drizzle
11,7:43 AM,56°F,53°F,90°%,CALM,0°mph,0°mph,29.20°in,0.0°in,Fog
12,7:51 AM,56°F,53°F,90°%,CALM,0°mph,0°mph,29.20°in,0.0°in,Fog
13,7:59 AM,56°F,53°F,90°%,CALM,0°mph,0°mph,29.20°in,0.0°in,Cloudy
14,8:51 AM,57°F,54°F,89°%,CALM,0°mph,0°mph,29.20°in,0.0°in,Cloudy
15,9:31 AM,59°F,56°F,90°%,CALM,0°mph,0°mph,29.20°in,0.0°in,Cloudy
16,9:51 AM,60°F,56°F,86°%,W,3°mph,0°mph,29.20°in,0.0°in,Cloudy
17,10:51 AM,61°F,57°F,87°%,SW,8°mph,0°mph,29.22°in,0.0°in,Cloudy
18,11:51 AM,63°F,57°F,81°%,SSW,6°mph,0°mph,29.21°in,0.0°in,Cloudy
19,12:11 PM,65°F,58°F,78°%,VAR,5°mph,0°mph,29.21°in,0.0°in,Cloudy
20,12:51 PM,65°F,58°F,78°%,S,7°mph,0°mph,29.19°in,0.0°in,Mostly Cloudy
21,1:09 PM,65°F,58°F,78°%,SSW,8°mph,0°mph,29.19°in,0.0°in,Mostly Cloudy
22,1:51 PM,67°F,57°F,70°%,SW,9°mph,0°mph,29.15°in,0.0°in,Mostly Cloudy
23,2:51 PM,69°F,58°F,68°%,SSW,9°mph,0°mph,29.12°in,0.0°in,Mostly Cloudy
24,3:51 PM,70°F,58°F,65°%,SW,7°mph,0°mph,29.09°in,0.0°in,Mostly Cloudy
25,4:51 PM,71°F,58°F,63°%,SW,6°mph,0°mph,29.07°in,0.0°in,Mostly Cloudy
26,5:51 PM,72°F,58°F,61°%,S,7°mph,0°mph,29.07°in,0.0°in,Mostly Cloudy
27,6:51 PM,71°F,56°F,59°%,S,6°mph,0°mph,29.07°in,0.0°in,Mostly Cloudy
28,7:51 PM,68°F,56°F,65°%,S,5°mph,0°mph,29.08°in,0.0°in,Mostly Cloudy
29,8:51 PM,64°F,56°F,75°%,CALM,0°mph,0°mph,29.08°in,0.0°in,Mostly Cloudy
30,9:51 PM,62°F,56°F,80°%,CALM,0°mph,0°mph,29.07°in,0.0°in,Mostly Cloudy
31,10:51 PM,57°F,53°F,87°%,NW,3°mph,0°mph,29.07°in,0.0°in,Mostly Cloudy
32,11:51 PM,58°F,54°F,87°%,WNW,5°mph,0°mph,29.08°in,0.0°in,Mostly Cloudy
33,12:51 AM,55°F,52°F,89°%,N,3°mph,0°mph,29.07°in,0.0°in,Mostly Cloudy
